,LabChemTestSID,LabChemTestName,Units,LOINCSID,LOINC,Component,TopSID,Topography,p1,p5,p10,p25,p50,p75,p90,p95,p99,n,min,max
591,39,height,percentile,,14958-3,digital stadiometer,,body,1.054252279,5.612619436,10.45181523,25.60377744,50.13927848,74.70623655,89.5194586,95.15534508,99.04451707,6049,0.011113933,99.99832734
592,51,ht,quantile,,14957-5,stadiometer,,full-body,0.023217176,0.075129639,0.123708414,0.320496808,0.562519206,0.71010253,0.843160262,0.903846057,0.930652081,86,0.001541996,0.947763028
593,442,height,percentile,,14958-3,height rod,,height,1.317648317,3.737965433,8.232229011,27.01508286,53.23730827,78.11140329,90.51062781,95.04586626,98.98531756,187,1.051925088,99.73783509
594,288,ht,%,,14957-5,digital stadiometer,,height,2.017558408,6.622265796,14.61049794,27.17287207,49.28195026,76.88248016,89.96613051,95.36944052,99.42886349,427,0.133438884,99.89511786
595,301,height,%,,14957-5,stadiometer,,height,0.926888382,4.840768296,10.0016412,26.34962901,51.92446637,75.91960431,90.63075947,95.22474767,99.10403103,4369,0.051883366,99.97601347
596,103,height,%,,14958-3,stadiometer,,full-body,5.690986002,10.94037835,15.58950615,29.71234556,60.46372762,77.72698622,86.35784889,96.44195252,98.99635268,22,4.349781884,99.53679715
597,228,height,percentile,,14958-3,stadiometer,,full-body,1.710549831,2.484514796,6.42622826,19.25529437,52.85311539,76.36814405,94.067807,96.81063476,99.34187059,61,1.321425028,99.93967892
598,516,height,percentile,,14958-3,self-reported,,height,0.474332468,3.722280365,8.420772178,21.75411723,47.2750502,71.21132332,88.24872672,95.17530785,98.91597339,495,0.039075023,99.94985805
599,588,height,%,,14958-3,stadiometer,,height,0.760649048,8.277592619,15.31007926,36.06959365,56.38785766,77.18392933,85.95923804,93.89959418,98.23017899,101,0.307103395,99.98772269
600,355,ht,percentile,,14957-5,self-reported,,full-body,0.976249522,5.37236532,9.783223176,24.40767173,49.38894353,75.39535164,89.78683813,94.58609609,98.91481079,1283,0.04286006,99.99939151
